State,Airport Name,Loc ID,Associated City,County,Enplanements,,,,,,,,,,,,,,
MO,Kansas City International,MCI,Kansas City,Platte,"5,135,127",,,,,,,,,,,,,,
MO,Springfield-Branson National,SGF,Springfield,Greene,"447,843",,,,,,,,,,,,,,
MO,Columbia Regional,COU,Columbia,Boone,"64,707",,,,,,,,,,,,,,
MO,Joplin Regional,JLN,Joplin,Jasper,"28,306",,,,,,,,,,,,,,
MO,Cape Girardeau Regional,CGI,Scott City,Scott,"6,213",,,,,,,,,,,,,,
MO,Kirksville Regional,IRK,Kirksville,Adair,"5,167",,,,,,,,,,,,,,
MP,Francisco C Ada/Saipan International,GSN,Saipan,Saipan,"455,232",,,,,,,,,,,,,,
MP,Tinian International,TNI,Tinian (Municipality),Tinian,"46,977",,,,,,,,,,,,,,
MP,Benjamin Taisacan Manglona International,GRO,Northern Islands (Municipality),N. Mariana Islands,"12,116",,,,,,,,,,,,,,
MS,Jackson-Medgar Wiley Evers International,JAN,Jackson,Rankin,"497,042",,,,,,,,,,,,,,
MS,Gulfport-Biloxi International,GPT,Gulfport,Harrison,"317,154",,,,,,,,,,,,,,
MS,Golden Triangle Regional,GTR,Columbus,Lowndes,"38,632",,,,,,,,,,,,,,
MS,Key Field,MEI,Meridian,Lauderdale,"24,685",,,,,,,,,,,,,,
MS,Hattiesburg-Laurel Regional,PIB,Moselle,Jones,"12,947",,,,,,,,,,,,,,
MS,Tunica Municipal,UTA,Tunica,Tunica,"9,532",,,,,,,,,,,,,,
MS,Tupelo Regional,TUP,Tupelo,Lee,"2,560",,,,,,,,,,,,,,
MT,Bozeman Yellowstone International,BZN,Bozeman,Gallatin,"512,042",,,,,,,,,,,,,,
MT,Billings Logan International,BIL,Billings,Yellowstone,"420,426",,,,,,,,,,,,,,
MT,Missoula International,MSO,Missoula,Missoula,"350,172",,,,,,,,,,,,,,
MT,Glacier Park International,GPI,Kalispell,Flathead,"237,501",,,,,,,,,,,,,,
MT,Great Falls International,GTF,Great Falls,Cascade,"182,635",,,,,,,,,,,,,,
MT,Helena Regional,HLN,Helena,Lewis & Clark,"99,460",,,,,,,,,,,,,,
MT,Bert Mooney,BTM,Butte,Silver Bow,"27,448",,,,,,,,,,,,,,
MT,Sidney-Richland Municipal,SDY,Sidney,Richland,"10,129",,,,,,,,,,,,,,
MT,Yellowstone,WYS,West Yellowstone,Gallatin,"7,796",,,,,,,,,,,,,,
MT,L M Clayton,OLF,Wolf Point,Roosevelt,"3,901",,,,,,,,,,,,,,
MT,Wokal Field/Glasgow International,GGW,Glasgow,Valley,"3,758",,,,,,,,,,,,,,
NC,Charlotte/Douglas International,CLT,Charlotte,Mecklenburg,"21,913,166",,,,,,,,,,,,,,
NC,Raleigh-Durham International,RDU,Raleigh,Wake,"4,954,735",,,,,,,,,,,,,,
NC,Piedmont Triad International,GSO,Greensboro,Guilford,"848,249",,,,,,,,,,,,,,
NC,Asheville Regional,AVL,Asheville,Buncombe,"393,386",,,,,,,,,,,,,,
NC,Wilmington International,ILM,Wilmington,New Hanover,"388,023",,,,,,,,,,,,,,
NC,Fayetteville Regional/Grannis Field,FAY,Fayetteville,Cumberland,"220,339",,,,,,,,,,,,,,
NC,Albert J Ellis,OAJ,Jacksonville,Onslow,"148,960",,,,,,,,,,,,,,
NC,Coastal Carolina Regional,EWN,New Bern,Craven,"109,237",,,,,,,,,,,,,,
NC,Concord Regional,JQF,Concord,Cabarrus,"73,727",,,,,,,,,,,,,,
NC,Pitt-Greenville,PGV,Greenville,Pitt,"55,017",,,,,,,,,,,,,,
ND,Hector International,FAR,Fargo,Cass,"437,188",,,,,,,,,,,,,,
ND,Bismarck Municipal,BIS,Bismarck,Burleigh,"262,469",,,,,,,,,,,,,,
ND,Minot International,MOT,Minot,Ward,"181,328",,,,,,,,,,,,,,
ND,Grand Forks International,GFK,Grand Forks,Grand Forks,"145,785",,,,,,,,,,,,,,
ND,Sloulin Field International,ISN,Williston,Williams,"102,345",,,,,,,,,,,,,,
ND,Dickinson - Theodore Roosevelt Regional,DIK,Dickinson,Stark,"41,925",,,,,,,,,,,,,,
ND,Devils Lake Regional,DVL,Devils Lake,Ramsey,"6,180",,,,,,,,,,,,,,
ND,Jamestown Regional,JMS,Jamestown,Stutsman,"6,086",,,,,,,,,,,,,,
NE,Eppley Airfield,OMA,Omaha,Douglas,"2,046,179",,,,,,,,,,,,,,
NE,Lincoln,LNK,Lincoln,Lancaster,"160,525",,,,,,,,,,,,,,
NE,Central Nebraska Regional,GRI,Grand Island,Hall,"64,602",,,,,,,,,,,,,,
NE,Western Nebraska Regional/William B Heilig Field,BFF,Scottsbluff,Scotts Bluff,"5,144",,,,,,,,,,,,,,
NE,North Platte Regional Airport Lee Bird Field,LBF,North Platte,Lincoln,"4,628",,,,,,,,,,,,,,
NE,Kearney Regional,EAR,Kearney,Buffalo,"4,543",,,,,,,,,,,,,,
NH,Manchester,MHT,Manchester,Hillsborough,"1,026,349",,,,,,,,,,,,,,
NH,Portsmouth International at Pease,PSM,Portsmouth,Rockingham,"45,933",,,,,,,,,,,,,,
NH,Lebanon Municipal,LEB,Lebanon,Grafton,"10,144",,,,,,,,,,,,,,
NJ,Newark Liberty International,EWR,Newark,Essex,"18,684,818",,,,,,,,,,,,,,
NJ,Atlantic City International,ACY,Atlantic City,Atlantic,"587,967",,,,,,,,,,,,,,
NJ,Trenton Mercer,TTN,Trenton,Mercer,"389,598",,,,,,,,,,,,,,
NM,Albuquerque International Sunport,ABQ,Albuquerque,Bernalillo,"2,323,883",,,,,,,,,,,,,,
NM,Santa Fe Municipal,SAF,Santa Fe,Sante Fe,"75,460",,,,,,,,,,,,,,
NM,Roswell International Air Center,ROW,Roswell,Chaves,"35,411",,,,,,,,,,,,,,
NM,Lea County Regional,HOB,Hobbs,Lea,"16,567",,,,,,,,,,,,,,
NM,Clovis Municipal,CVN,Clovis,Curry,"4,799",,,,,,,,,,,,,,
NM,Grant County,SVC,Silver City,Grant,"3,945",,,,,,,,,,,,,,
NM,Four Corners Regional,FMN,Farmington,San Juan,"3,083",,,,,,,,,,,,,,
NV,McCarran International,LAS,Las Vegas,Clark,"21,857,693",,,,,,,,,,,,,,
NV,Reno/Tahoe International,RNO,Reno,Washoe,"1,669,876",,,,,,,,,,,,,,
NV,Boulder City Municipal,BVU,Boulder City,Clark,"234,101",,,,,,,,,,,,,,
NV,Henderson Executive,HND,Las Vegas,Clark,"53,551",,,,,,,,,,,,,,
NV,North Las Vegas,VGT,Las Vegas,Clark,"15,434",,,,,,,,,,,,,,
NV,Elko Regional,EKO,Elko,Elko,"13,701",,,,,,,,,,,,,,
NY,John F Kennedy International,JFK,New York,Queens,"27,782,369",,,,,,,,,,,,,,
NY,Laguardia,LGA,New York,Queens,"14,319,924",,,,,,,,,,,,,,
NY,Buffalo Niagara International,BUF,Buffalo,Erie,"2,336,431",,,,,,,,,,,,,,
NY,Albany International,ALB,Albany,Albany,"1,276,793",,,,,,,,,,,,,,
NY,Greater Rochester International,ROC,Rochester,Monroe,"1,177,994",,,,,,,,,,,,,,
NY,Syracuse Hancock International,SYR,Syracuse,Onondaga,"987,732",,,,,,,,,,,,,,
NY,Westchester County,HPN,White Plains,Westchester,"757,466",,,,,,,,,,,,,,
NY,Long Island MacArthur,ISP,Islip,Suffolk,"603,653",,,,,,,,,,,,,,
NY,Elmira/Corning Regional,ELM,Elmira,Chemung,"155,936",,,,,,,,,,,,,,
NY,Stewart International,SWF,Newburgh,Orange,"142,603",,,,,,,,,,,,,,
NY,Plattsburgh International,PBG,Plattsburgh,Clinton,"131,600",,,,,,,,,,,,,,
NY,Niagara Falls International,IAG,Niagara Falls,Niagara,"121,616",,,,,,,,,,,,,,
NY,Ithaca Tompkins Regional,ITH,Ithaca,Tompkins,"87,321",,,,,,,,,,,,,,
NY,Greater Binghamton/Edwin A Link Field,BGM,Binghamton,Broome,"77,654",,,,,,,,,,,,,,
NY,Watertown International,ART,Watertown,Jefferson,"18,650",,,,,,,,,,,,,,
NY,Ogdensburg International,OGS,Ogdensburg,St. Lawrence,"5,120",,,,,,,,,,,,,,
NY,Adirondack Regional,SLK,Saranac Lake,Franklin,"5,047",,,,,,,,,,,,,,
NY,Massena International-Richards Field,MSS,Massena,St. Lawrence,"4,462",,,,,,,,,,,,,,
OH,Cleveland-Hopkins International,CLE,Cleveland,Cuyahoga,"3,916,922",,,,,,,,,,,,,,
OH,Port Columbus International,CMH,Columbus,Franklin,"3,312,496",,,,,,,,,,,,,,
OH,James M Cox Dayton International,DAY,Dayton,Montgomery,"1,041,759",,,,,,,,,,,,,,
OH,Akron-Canton Regional,CAK,Akron,Summit,"759,335",,,,,,,,,,,,,,
OH,Toledo Express,TOL,Toledo,Lucas,"94,044",,,,,,,,,,,,,,
OH,Rickenbacker International,LCK,Columbus,Franklin,"83,466",,,,,,,,,,,,,,
OH,Youngstown-Warren Regional,YNG,Youngstown,Trumbull,"66,299",,,,,,,,,,,,,,
OH,Cincinnati Municipal Airport Lunken Field,LUK,Cincinnati,Hamilton,"17,354",,,,,,,,,,,,,,
OH,Burke Lakefront,BKL,Cleveland,Cuyahoga,"2,623",,,,,,,,,,,,,,
OK,Will Rogers World,OKC,Oklahoma City,Oklahoma,"1,803,188",,,,,,,,,,,,,,
OK,Tulsa International,TUL,Tulsa,Tulsa,"1,359,582",,,,,,,,,,,,,,
OK,Lawton-Fort Sill Regional,LAW,Lawton,Comanche,"51,859",,,,,,,,,,,,,,
OR,Portland International,PDX,Portland,Multnomah,"8,340,252",,,,,,,,,,,,,,
OR,Mahlon Sweet Field,EUG,Eugene,Lane,"447,813",,,,,,,,,,,,,,
OR,Rogue Valley International - Medford,MFR,Medford,Jackson,"370,187",,,,,,,,,,,,,,
OR,Roberts Field,RDM,Redmond,Deschutes,"280,823",,,,,,,,,,,,,,
OR,Southwest Oregon Regional,OTH,North Bend,Coos,"16,207",,,,,,,,,,,,,,
OR,Eastern Oregon Regional at Pendleton,PDT,Pendleton,Umatilla,"4,277",,,,,,,,,,,,,,
PA,Philadelphia International,PHL,Philadelphia,Philadelphia,"15,101,349",,,,,,,,,,,,,,
PA,Pittsburgh International,PIT,Pittsburgh,Allegheny,"3,890,681",,,,,,,,,,,,,,
PA,Harrisburg International,MDT,Harrisburg,Dauphin,"587,049",,,,,,,,,,,,,,
PA,Lehigh Valley International,ABE,Allentown,Lehigh,"320,544",,,,,,,,,,,,,,
PA,Wilkes-Barre/Scranton International,AVP,Avoca,Luzerne,"219,796",,,,,,,,,,,,,,
PA,Arnold Palmer Regional,LBE,Latrobe,Westmoreland,"181,105",,,,,,,,,,,,,,
PA,University Park,UNV,State College,Centre,"139,124",,,,,,,,,,,,,,
PA,Erie International/Tom Ridge Field,ERI,Erie,Erie,"88,953",,,,,,,,,,,,,,
PA,Williamsport Regional,IPT,Williamsport,Lycoming,"21,923",,,,,,,,,,,,,,
PA,John Murtha Johnstown-Cambria County,JST,Johnstown,Cambria,"4,338",,,,,,,,,,,,,,
PA,Bradford Regional,BFD,Bradford,McKean,"3,491",,,,,,,,,,,,,,
PA,Dubois Regional,DUJ,Brookville,Jefferson,"3,215",,,,,,,,,,,,,,
PR,Luis Munoz Marin International,SJU,San Juan,San Juan,"4,233,638",,,,,,,,,,,,,,
PR,Rafael Hernandez,BQN,Aguadilla,Aguadilla,"202,197",,,,,,,,,,,,,,
PR,Mercedita,PSE,Ponce,Ponce,"98,830",,,,,,,,,,,,,,
PR,Antonio Rivera Rodriguez,VQS,Vieques,Vieques,"71,356",,,,,,,,,,,,,,
PR,Jose Aponte De La Torre,RVR,Ceiba,Ceiba,"43,506",,,,,,,,,,,,,,
PR,Benjamin Rivera Noriega,CPX,Culebra,Culebra,"32,907",,,,,,,,,,,,,,
PR,Fernando Luis Ribas Dominicci,SIG,San Juan,San Juan,"26,203",,,,,,,,,,,,,,
PR,Eugenio Maria De Hostos,MAZ,Mayaguez,Mayaguez,"5,900",,,,,,,,,,,,,,
RI,Theodore Francis Green State,PVD,Warwick,Kent,"1,763,676",,,,,,,,,,,,,,
RI,Block Island State,BID,Block Island,Washington,"12,415",,,,,,,,,,,,,,
RI,Westerly State,WST,Westerly,Washington,"11,970",,,,,,,,,,,,,,
SC,Charleston AFB/International,CHS,Charleston,Charleston,"1,669,988",,,,,,,,,,,,,,
SC,Greenville Spartanburg International,GSP,Greer,Greenville,"955,097",,,,,,,,,,,,,,
SC,Myrtle Beach International,MYR,Myrtle Beach,Horry,"899,859",,,,,,,,,,,,,,
SC,Columbia Metropolitan,CAE,Columbia,Lexington,"533,575",,,,,,,,,,,,,,
SC,Florence Regional,FLO,Florence,Florence,"52,611",,,,,,,,,,,,,,
SC,Hilton Head,HXD,Hilton Head Island,Beaufort,"38,322",,,,,,,,,,,,,,
SD,Joe Foss Field,FSD,Sioux Falls,Minnehaha,"493,530",,,,,,,,,,,,,,
SD,Rapid City Regional,RAP,Rapid City,Pennington,"264,183",,,,,,,,,,,,,,
SD,Aberdeen Regional,ABR,Aberdeen,Brown,"27,595",,,,,,,,,,,,,,
SD,Pierre Regional,PIR,Pierre,Hughes,"6,664",,,,,,,,,,,,,,
TN,Nashville International,BNA,Nashville,Davidson,"5,715,205",,,,,,,,,,,,,,
TN,Memphis International,MEM,Memphis,Shelby,"1,873,716",,,,,,,,,,,,,,
TN,McGhee Tyson,TYS,Alcoa,Blount,"848,390",,,,,,,,,,,,,,
TN,Lovell Field,CHA,Chattanooga,Hamilton,"393,680",,,,,,,,,,,,,,
TN,Tri-Cities Regional TN/VA,TRI,Bristol/Johnson/Kingsport,Sullivan,"216,426",,,,,,,,,,,,,,
TX,Dallas-Fort Worth International,DFW,Fort Worth,Tarrant,"31,589,839",,,,,,,,,,,,,,
TX,George Bush Intercontinental/Houston,IAH,Houston,Harris ,"20,595,881",,,,,,,,,,,,,,
TX,Dallas Love Field,DAL,Dallas,Dallas,"7,040,950",,,,,,,,,,,,,,
TX,William P Hobby,HOU,Houston,Harris ,"5,937,990",,,,,,,,,,,,,,
TX,Austin-Bergstrom International,AUS,Austin,Travis,"5,797,562",,,,,,,,,,,,,,
TX,San Antonio International,SAT,San Antonio,Bexar,"4,091,434",,,,,,,,,,,,,,
TX,El Paso International,ELP,El Paso,El Paso,"1,381,392",,,,,,,,,,,,,,
TX,Midland International,MAF,Midland,Midland,"518,509",,,,,,,,,,,,,,
TX,Lubbock Preston Smith International,LBB,Lubbock,Lubbock,"443,239",,,,,,,,,,,,,,
TX,McAllen Miller International,MFE,McAllen,Hidalgo,"391,687",,,,,,,,,,,,,,
TX,Rick Husband Amarillo International,AMA,Amarillo,Potter,"341,132",,,,,,,,,,,,,,
TX,Corpus Christi International,CRP,Corpus Christi,Nueces,"338,312",,,,,,,,,,,,,,
TX,Valley International,HRL,Harlingen,Cameron,"259,864",,,,,,,,,,,,,,
TX,Robert Gray AAF,GRK,Killeen,Bell,"176,895",,,,,,,,,,,,,,
TX,Brownsville/South Padre Island International,BRO,Brownsville,Cameron,"143,353",,,,,,,,,,,,,,
TX,Laredo International,LRD,Laredo,Webb,"110,368",,,,,,,,,,,,,,
TX,Easterwood Field,CLL,College Station,Brazos,"89,844",,,,,,,,,,,,,,
TX,Abilene Regional,ABI,Abilene,Taylor,"86,000",,,,,,,,,,,,,,
TX,Tyler Pounds Regional,TYR,Tyler,Smith,"72,294",,,,,,,,,,,,,,
TX,San Angelo Regional/Mathis Field,SJT,San Angelo,Tom Green,"63,842",,,,,,,,,,,,,,
TX,Waco Regional,ACT,Waco,McLennan,"62,882",,,,,,,,,,,,,,
TX,Sheppard AFB/Wichita Falls Municipal,SPS,Wichita Falls,Wichita,"44,262",,,,,,,,,,,,,,
TX,Jack Brooks Regional,BPT,Beaumont,Jefferson,"33,747",,,,,,,,,,,,,,
TX,East Texas Regional,GGG,Longview,Gregg,"20,968",,,,,,,,,,,,,,
UT,Salt Lake City International,SLC,Salt Lake City,Salt Lake,"10,634,538",,,,,,,,,,,,,,
UT,St George Regional,SGU,St. George,Washington,"69,680",,,,,,,,,,,,,,
UT,Provo Municipal,PVU,Provo,Utah,"65,307",,,,,,,,,,,,,,
UT,Ogden-Hinckley,OGD,Ogden,Weber,"16,577",,,,,,,,,,,,,,
UT,Cedar City Regional,CDC,Cedar City,Iron,"14,334",,,,,,,,,,,,,,
VA,Ronald Reagan Washington National,DCA,Arlington,Arlington,"11,242,375",,,,,,,,,,,,,,
VA,Washington Dulles International,IAD,Dulles,Loudoun,"10,363,974",,,,,,,,,,,,,,
VA,Richmond International,RIC,Highland Springs,Henrico,"1,740,391",,,,,,,,,,,,,,
VA,Norfolk International,ORF,Norfolk,Norfolk,"1,515,200",,,,,,,,,,,,,,
VA,Roanoke-Blacksburg Regional/Woodrum Field,ROA,Roanoke,Roanoke,"300,181",,,,,,,,,,,,,,
VA,Charlottesville-Albemarle,CHO,Charlottesville-Albemarle Airport,Albemarle,"274,767",,,,,,,,,,,,,,
VA,Newport News/Williamsburg International,PHF,Newport News,Newport News,"202,104",,,,,,,,,,,,,,
VA,Lynchburg Regional/Preston Glenn Field,LYH,Timberlake,Campbell,"75,824",,,,,,,,,,,,,,
VA,Shenandoah Valley Regional,SHD,Weyers Cave,Augusta,"5,536",,,,,,,,,,,,,,
VI,Cyril E King,STT,Charlotte Amalie,St. Thomas,"706,098",,,,,,,,,,,,,,
VI,Henry E Rohlsen,STX,Christiansted,St. Croix,"176,588",,,,,,,,,,,,,,
VT,Burlington International,BTV,Burlington,Chittenden,"581,143",,,,,,,,,,,,,,
VT,Rutland - Southern Vermont Regional,RUT,Rutland,Rutland,"5,379",,,,,,,,,,,,,,
WA,Seattle-Tacoma International,SEA,Seattle,King,"20,148,980",,,,,,,,,,,,,,
WA,Spokane International,GEG,Spokane,Spokane,"1,515,351",,,,,,,,,,,,,,
WA,Bellingham International,BLI,Bellingham,Whatcom,"447,693",,,,,,,,,,,,,,
WA,Tri-Cities,PSC,Pasco,Franklin,"348,990",,,,,,,,,,,,,,
WA,Yakima Air Terminal/McAllister Field,YKM,Yakima,Yakima,"63,747",,,,,,,,,,,,,,
WA,Pangborn Memorial,EAT,East Wenatchee,Douglas,"62,319",,,,,,,,,,,,,,
WA,Pullman/Moscow Regional,PUW,Pullman,Whitman,"50,883",,,,,,,,,,,,,,
WA,Walla Walla Regional,ALW,Walla Walla,Walla Walla,"41,272",,,,,,,,,,,,,,
WA,Boeing Field/King County International,BFI,Seattle,King,"18,945",,,,,,,,,,,,,,
WA,Friday Harbor,FHR,Friday Harbor,San Juan,"11,254",,,,,,,,,,,,,,
WA,Orcas Island,ORS,Eastsound,San Juan,"5,204",,,,,,,,,,,,,,
WA,Friday Harbor,W33,Friday Harbor,San Juan,"2,555",,,,,,,,,,,,,,
WI,General Mitchell International,MKE,Milwaukee,Milwaukee,"3,229,897",,,,,,,,,,,,,,
WI,Dane County Regional-Truax Field,MSN,Madison,Dane,"826,640",,,,,,,,,,,,,,
WI,Green Bay-Austin Straubel International,GRB,Green Bay,Brown,"295,245",,,,,,,,,,,,,,
WI,Appleton International,ATW,Appleton,Outagamie,"258,321",,,,,,,,,,,,,,
WI,Central Wisconsin,CWA,Mosinee,Marathon,"126,016",,,,,,,,,,,,,,
WI,La Crosse Regional,LSE,La Crosse,La Crosse,"94,874",,,,,,,,,,,,,,
WI,Rhinelander-Oneida County,RHI,Rhinelander,Oneida,"20,673",,,,,,,,,,,,,,
WI,Chippewa Valley Regional,EAU,Eau Claire,Chippewa,"19,332",,,,,,,,,,,,,,
WV,Yeager,CRW,Charleston,Kanawha,"225,170",,,,,,,,,,,,,,
WV,Tri-State/Milton J Ferguson Field,HTS,Huntington,Wayne,"101,741",,,,,,,,,,,,,,
WV,North Central West Virginia,CKB,Clarksburg,Harrison,"24,087",,,,,,,,,,,,,,
WV,Morgantown Municipal-Walter L Bill Hart Field,MGW,Morgantown,Monongalia,"7,163",,,,,,,,,,,,,,
WV,Greenbrier Valley,LWB,Lewisburg,Greenbrier,"6,233",,,,,,,,,,,,,,
WV,Mid-Ohio Valley Regional,PKB,Parkersburg,Wood,"4,409",,,,,,,,,,,,,,
WY,Jackson Hole,JAC,Jackson,Teton,"313,151",,,,,,,,,,,,,,
WY,Casper/Natrona County International,CPR,Casper,Natrona,"103,123",,,,,,,,,,,,,,
WY,Yellowstone Regional,COD,Cody,Park,"33,278",,,,,,,,,,,,,,
WY,Gillette-Campbell County,GCC,Gillette,Cambell,"30,502",,,,,,,,,,,,,,
WY,Rock Springs-Sweetwater County,RKS,Rock Springs,Sweetwater,"17,657",,,,,,,,,,,,,,
WY,Laramie Regional,LAR,Laramie,Albany,"14,741",,,,,,,,,,,,,,
WY,Cheyenne Regional/Jerry Olson Field,CYS,Cheyenne,Laramie,"3,650",,,,,,,,,,,,,,
WY,Riverton Regional,RIW,Riverton,Fremont,"3,537",,,,,,,,,,,,,,

