geoid,total_votes,votes_gop,votes_dem
36045.0,43855,25629,17307
36049.0,12944,8894,3824
36051.0,31401,18182,12477
36053.0,34038,18408,14807
36061.0,695263,85185,603040
36055.0,379864,145661,225746
36057.0,21134,12745,7977
36059.0,730983,326716,396504
36063.0,104123,56068,46029
36065.0,100746,57180,41567
36067.0,234735,90619,138894
36069.0,59674,29039,29025
36071.0,172196,84996,84684
36073.0,18154,12126,5587
36075.0,54491,32138,21143
36077.0,28010,14382,12975
36079.0,54989,29283,24953
36081.0,788262,212665,569038
36083.0,79286,36500,40969
36087.0,150369,73186,75802
36089.0,44800,24608,19361
36091.0,132655,61305,68471
36093.0,74862,30741,42465
36095.0,15685,9903,5345
36097.0,9740,5621,3903
36099.0,15608,8329,6914
36085.0,216278,123320,90997
36101.0,46179,29474,15790
36103.0,771751,381253,381021
36105.0,34647,18665,15489
36107.0,25036,14791,9634
36109.0,45735,11096,33619
36111.0,97420,37590,57970
36113.0,36149,17699,17642
36115.0,28101,15941,11565
36117.0,44727,26204,17456
36119.0,462265,144713,312371
36121.0,19399,13898,5073
36123.0,10701,6208,4219
39001.0,12145,9870,2156
39003.0,48006,33116,14149
39005.0,26405,19407,6541
39007.0,44147,26890,16497
39009.0,26059,10862,14772
39011.0,25777,20798,4651
39013.0,33088,23560,9138
39015.0,21096,16480,4380
39017.0,186737,114392,69613
39019.0,14212,10745,3251
39021.0,19972,14589,5062
39023.0,64212,39032,24076
39025.0,110480,74570,34092
39027.0,20527,15488,4697
39029.0,49860,35726,13359
39031.0,16739,12325,4125
39033.0,20686,15436,4916
39035.0,625670,202699,416176
39037.0,27134,22004,4731
39039.0,19381,13038,5981
39041.0,126070,66356,57735
39043.0,40335,22160,17493
39045.0,83311,50797,31224
39047.0,12612,9473,2975
39049.0,630577,211237,409144
39051.0,22770,15731,6664
39053.0,13799,10645,2990
39055.0,56021,34143,21201
39057.0,88643,52072,34798
39059.0,18230,13407,4577
39061.0,430929,177886,246266
39063.0,38771,26310,11757
39065.0,13247,9949,3062
39067.0,7655,5792,1768
39069.0,14764,10479,4062
39071.0,19676,15678,3799
39073.0,13824,9737,3880
39075.0,12947,10796,1994
39077.0,27190,18956,7759
39079.0,14794,11309,3311
39081.0,33362,22828,10018
39083.0,31398,22340,8589
39085.0,130509,73278,55514
39087.0,28127,20306,7489
39089.0,94210,59514,33055
39091.0,23368,17964,5055
39093.0,157437,79520,75667
39095.0,200623,81763,115411
39097.0,19855,13835,5698
39099.0,118966,59903,57641
39101.0,27818,19023,8269
39103.0,105825,64598,39800
39105.0,10951,8316,2492
39107.0,23761,19452,4030
39109.0,57972,41371,15663
39111.0,7148,5463,1605
39113.0,268505,129034,135064
39115.0,6847,5041,1725
39117.0,18457,14077,4048
39119.0,40465,27867,11971
39121.0,6343,5135,1170
39123.0,24007,14628,9008
39125.0,9467,7086,2213
39127.0,16675,12357,4098
39129.0,28271,20593,7304
39131.0,12412,9157,3110
39133.0,82872,45990,35661
39135.0,21809,17022,4493
39137.0,19921,16412,3195
39139.0,59975,41472,17640
39141.0,33299,22278,10557
39143.0,30074,18896,10596
39145.0,32047,22609,9080
39147.0,25810,17086,8266
39149.0,25258,20422,4465
39151.0,189879,111097,75904
39153.0,280473,124833,151668
39155.0,101001,55194,44519
39157.0,44015,30458,12889
39159.0,33445,21669,11141
39161.0,14965,11650,3067
39163.0,6030,4632,1331
39165.0,136100,87988,46069
39167.0,32031,22307,9243
39169.0,54283,36759,16660
39171.0,18651,13452,4842
39173.0,67597,35757,30617
39175.0,11390,8462,2733
40001.0,7108,5585,1387
40003.0,2262,1978,232
40005.0,5389,4557,765
40007.0,2178,1968,190
40009.0,7948,6767,1048
40011.0,3901,3136,688
40013.0,15976,12344,3323
40015.0,9859,7013,2670
40017.0,61940,43550,16742
40019.0,19479,14699,4470
40021.0,17714,11223,6027
40023.0,5832,4698,1082
40025.0,1054,970,70
40027.0,119778,66677,49827
40029.0,2524,2091,374
40031.0,35631,20905,13747
40033.0,2572,2117,393
40035.0,6032,4686,1217
40037.0,30505,23294,6577
40039.0,10691,8060,2369
40041.0,17245,13557,3472
40043.0,2359,2124,214
40045.0,1873,1688,162
40047.0,22430,16970,4919
40049.0,10922,8878,1865
40051.0,23101,18538,4144
40053.0,2226,1916,280
40055.0,1973,1605,328
40057.0,933,747,177
40059.0,1487,1327,136
40061.0,5014,4165,783
40063.0,4857,3875,919
40065.0,8221,6392,1646
40067.0,2385,2026,319
40069.0,4251,3441,738
40071.0,17249,12834,4040
40073.0,6465,5521,854
40075.0,3427,2673,699
40077.0,4249,3437,762
40079.0,18805,15213,3299
40081.0,14888,12013,2609
40083.0,21574,15608,5455
40085.0,4076,3305,711
40093.0,3467,3084,320
40095.0,6064,4891,1100
40097.0,16626,12749,3581
40087.0,19236,15295,3582
40089.0,11467,9485,1858
40091.0,8335,6172,2031
40099.0,5894,4612,1156
40101.0,25081,16526,8027
40103.0,4938,3821,1003
40105.0,4391,3610,712
40107.0,4038,3058,896
40109.0,294740,145050,141724
40111.0,14313,9668,4357
40113.0,20538,14121,6002
40115.0,11438,8545,2686
40117.0,6786,5267,1363
40119.0,29643,17813,10904
40121.0,17924,13851,3768
40123.0,15320,10805,4117
40125.0,28185,20240,7275
40127.0,4739,4016,668
40129.0,1834,1629,168
40131.0,44553,34031,9589
40133.0,8337,6011,2150
40135.0,15386,12113,3035
40137.0,19057,15560,3154
40139.0,5521,4505,894
40141.0,2708,2076,597
40143.0,266678,150574,108996
40145.0,35338,26165,8464
40147.0,23501,17076,5790
40149.0,4777,4086,598
40151.0,3678,2993,591
40153.0,7785,6611,1005
41001.0,9932,7352,2346
41003.0,52799,14878,35827
41005.0,257679,110509,139043
41007.0,23910,10218,12916
41009.0,32221,17150,13835
41011.0,37075,21829,14243
41013.0,15448,11287,3801
41015.0,14925,8484,6058
41017.0,125234,55646,65962
41019.0,64349,43298,19160
41021.0,1178,834,324
41023.0,4596,3545,929
41025.0,4481,3475,894
41027.0,13090,3955,8764
41029.0,127165,63869,59478
41031.0,11913,7189,4393
41033.0,51641,31751,18451
41035.0,36726,25308,10388
41037.0,4363,3470,792
41039.0,222253,80336,134366
41041.0,30726,12460,17385
41043.0,72640,43486,26512
41045.0,11804,8187,3260
41047.0,165534,79002,80872
41049.0,5118,3586,1371
41051.0,463659,82995,367249
41053.0,48291,23732,22917
41055.0,1208,921,260
41057.0,16888,8354,8066
41059.0,33038,21270,10707
41061.0,14944,10298,4254
41063.0,5149,3404,1625
41065.0,14130,7035,6604
41067.0,320326,99073,209940
41069.0,965,711,217
41071.0,58923,29551,27174
42001.0,56714,37523,18207
42003.0,724800,282913,430759
42005.0,36370,27489,8457
42007.0,94122,54759,38122
42009.0,27574,23025,4367
42011.0,205540,109736,92895
42013.0,63595,45306,17636
42015.0,30159,21600,8046
42017.0,396234,187367,204712
42019.0,113305,74359,37508
42021.0,70574,48085,21730
42023.0,2434,1771,634
42025.0,33629,21984,11212
42027.0,77493,36372,40055
42029.0,315753,128565,182372
42031.0,19493,14578,4678
42033.0,39496,29203,9673
42035.0,17625,11902,5502
42037.0,31171,20098,10532
42039.0,42004,28559,12924
42041.0,141595,77212,62245
42043.0,147368,66408,78983
42045.0,329006,118532,206423
42047.0,16906,12140,4522
42049.0,137083,66869,68286
42051.0,62139,41227,20444
42053.0,2646,1882,728
42055.0,80783,57245,22422
42057.0,7977,6824,1085
42059.0,17669,12579,4911
42061.0,22792,17061,5445
42063.0,41198,28089,12634
42065.0,22824,17960,4527
42067.0,12043,9649,2253
42069.0,115410,52334,61991
42071.0,281375,160209,115847
42073.0,46076,29597,15978
42075.0,71858,46731,23932
42077.0,184713,84259,98288
42079.0,153321,86929,64873
42081.0,59254,41462,16971
42083.0,19466,14083,5098
42085.0,57954,36143,21067
42087.0,21502,16670,4603
42089.0,83829,38726,44060
42091.0,510157,185460,319511
42093.0,9817,5844,3771
42095.0,171399,83854,85087
42097.0,42283,28952,12677
42099.0,24652,18293,5950
42101.0,741377,132740,603790
42103.0,32554,19213,13019
42105.0,9064,7239,1726
42107.0,70603,48871,20727
42109.0,19140,13983,4910
42111.0,40543,31466,8654
42113.0,3595,2619,921
42115.0,21752,15207,6236
42117.0,21075,15742,4955
42119.0,20115,12356,7475
42121.0,26528,18569,7585
42123.0,20650,14237,6066
42125.0,118478,72080,45088
42127.0,28089,18637,9191
42129.0,205183,130218,72129
42131.0,14858,9936,4704
42133.0,238471,146733,88114
44001.0,28415,9745,18050
44003.0,93093,42001,49113
44005.0,46148,15722,29486
44007.0,272667,102551,165012
44009.0,76060,29818,44549
45001.0,12433,8215,4101
45003.0,85185,51589,32275
45005.0,3593,835,2718
45007.0,96093,67565,27169
45009.0,6482,2417,4010
45011.0,10321,5492,4720
45013.0,97835,53194,43419
45015.0,104458,57397,45223
45017.0,8291,4305,3905
45019.0,218857,93297,121485
45021.0,25270,18043,6983
45023.0,15757,8660,6941
45025.0,18876,11297,7431
45027.0,16733,8361,8250
45029.0,19283,10440,8602
45031.0,32417,16832,15220
45033.0,13101,6582,6436
45035.0,77278,41913,33824
45037.0,13304,8184,4953
45039.0,12136,4625,7382
45041.0,64510,32615,31153
45043.0,36668,20487,15822
45045.0,258155,150021,103030
45047.0,32006,19431,12145
45049.0,9305,3906,5323
45051.0,179744,118821,59180
45053.0,14394,7078,7185
45055.0,33629,20471,12699
45057.0,49868,30312,18937
45059.0,30488,20004,10159
45061.0,8431,3008,5329
45063.0,144568,92817,49301
45067.0,14704,5711,8872
45069.0,11446,5044,6290
45065.0,5697,2958,2687
45071.0,18631,11443,6958
45073.0,40668,29698,10414
45075.0,41205,13603,27295
45077.0,57546,42907,13645
45079.0,193822,58313,132570
45081.0,9274,6210,2963
45083.0,148655,93560,52926
45085.0,48920,21000,27379
45087.0,13257,8183,4935
45089.0,15985,5532,10289
45091.0,144050,82727,59008
46003.0,1405,1052,317
46005.0,7081,4808,2107
46007.0,1183,694,466
46009.0,3001,2235,721
46011.0,14567,8000,6110
46013.0,17547,10580,6538
46015.0,2490,1750,673
46017.0,549,183,352
46019.0,4802,3731,939
46021.0,873,747,117
46023.0,3783,2552,1177
46025.0,1850,1373,437
46027.0,5698,2456,3083
46029.0,13161,8958,3837
46031.0,1283,647,622
46033.0,5494,3852,1522
46035.0,8454,5613,2648
46037.0,2964,1869,1052
46039.0,2350,1699,609
46041.0,1966,790,1131
46043.0,1707,1468,216
46045.0,1985,1538,417
46047.0,4042,2878,1053
46049.0,1182,964,198
46051.0,3745,2618,1056
46053.0,2258,1771,455
46055.0,1137,1026,105
46057.0,3083,2372,647
46059.0,1836,1433,373
46061.0,2388,1793,557
46063.0,813,748,49
46065.0,8723,5522,2953
46067.0,3767,2944,762
46069.0,710,564,136
46071.0,1115,738,359
46073.0,1006,721,270
46075.0,599,498,90
46077.0,2779,1904,819
46079.0,5873,3681,2068
46081.0,13828,8753,4537
46083.0,32396,19617,11981
46085.0,1597,1042,525
46091.0,2178,1287,858
46087.0,2900,2068,769
46089.0,1324,1075,222
46093.0,13670,9875,3285
46095.0,769,449,298
46097.0,1138,787,320
46099.0,92326,49249,40482
46101.0,3206,1951,1179
46102.0,3200,297,2829
46103.0,57518,35063,20606
46105.0,1669,1401,239
46107.0,1380,1139,227
46109.0,4307,2404,1828
46111.0,1185,905,257
46115.0,3163,2104,998
46117.0,1652,1203,421
46119.0,930,726,185
46121.0,2539,532,1963
46123.0,2696,2161,495
46125.0,4548,3290,1139
46127.0,8855,5944,2725
46129.0,2580,1966,565
46135.0,10900,6581,4016
46137.0,906,404,481
47001.0,35570,23184,11741
47003.0,19088,14354,4453
47005.0,7260,5668,1529
47007.0,5758,4725,971
47009.0,66609,47369,17932
47011.0,45865,35204,9851
47013.0,14933,12331,2441
47015.0,6557,5190,1261
47017.0,11905,9205,2559
47019.0,24492,19584,4529
47021.0,20260,14438,5514
47023.0,7584,5952,1412
47025.0,12945,10604,2202
47027.0,3506,2733,735
47029.0,14859,12162,2533
47031.0,24282,17883,5705
47033.0,6114,4673,1382
47035.0,32279,25168,6728
47037.0,309658,100218,199703
47041.0,8513,6672,1750
47039.0,5241,4229,904
47043.0,24323,17643,6106
47045.0,15079,11768,3158
47047.0,22984,15690,7027
47049.0,8729,7441,1214
47051.0,19132,13987,4864
47053.0,22335,16259,5771
47055.0,13203,9784,3298
47057.0,10134,8565,1467
47059.0,28087,22259,5199
47061.0,5855,4802,988
47063.0,24631,18811,5500
47065.0,171113,92108,75522
47067.0,2744,2372,362
47069.0,10063,5760,4180
47071.0,11538,9559,1775
47073.0,24824,20405,4083
47075.0,7439,3343,4012
47077.0,12020,9797,2092
47079.0,15047,11239,3548
47081.0,9832,7577,2130
47083.0,3686,2718,871
47085.0,8236,6120,2017
47087.0,5323,4118,1135
47089.0,23616,18651,4654
47091.0,7801,6468,1246
47093.0,220556,124540,91422
47095.0,2034,1492,526
47097.0,8965,5674,3193
47099.0,18718,15334,3195
47101.0,5609,4474,1072
47103.0,15608,12281,2919
47105.0,29347,21713,6948
47111.0,9487,8096,1307
47113.0,42950,23943,18390
47115.0,13256,9911,3177
47117.0,14878,11043,3605
47119.0,46657,31464,14418
47107.0,22844,18198,4361
47109.0,11275,9093,1943
47121.0,5532,4467,1008
47123.0,20797,16783,3764
47125.0,76758,42187,32472
47127.0,3539,2888,573
47129.0,8228,6930,1167
47131.0,13521,10790,2589
47133.0,10037,7918,2033
47135.0,3428,2775,615
47137.0,2931,2381,525
47139.0,8360,6792,1492
47141.0,33593,23759,9185
47143.0,13637,11050,2369
47145.0,25917,19230,6043
47147.0,33717,24536,8692
47149.0,143878,81480,59341
47151.0,9052,8004,986
47153.0,7252,5855,1298
47155.0,43535,33783,8721
47157.0,382055,129815,246105
47159.0,9051,7136,1802
47161.0,6296,4950,1232
47163.0,74357,55860,17272
47165.0,92630,63454,27680
47167.0,27308,20070,6837
47169.0,3998,2936,1012
47171.0,8307,6599,1615
47173.0,8123,6803,1249
47175.0,2921,2342,544
47177.0,16009,11850,3924
47179.0,60203,40444,18638
47181.0,6669,5795,820
47183.0,13735,10396,3020
47185.0,11895,9606,2143
47187.0,139016,86469,50161
47189.0,74330,50296,22254
48001.0,19227,15110,3955
48003.0,5863,4943,850
48005.0,34574,25076,9143
48007.0,12290,9239,2916
48009.0,4796,4300,446
48011.0,1112,1035,75
48013.0,18118,12039,5876
48015.0,14554,11447,2951
48017.0,1860,1434,409
48019.0,12715,10057,2505
48021.0,36665,20516,15474
48023.0,1702,1494,183
48025.0,9420,6006,3288
48027.0,127375,67893,57014
48029.0,770818,308618,448452
48031.0,7441,5443,1911
48033.0,416,397,16
48035.0,9126,7469,1561
48037.0,38261,27116,10747
48039.0,154984,90433,62228
48041.0,85061,47530,35349
48043.0,4822,2461,2258
48045.0,725,639,78
48047.0,2484,998,1470
48049.0,15969,13698,2107
48051.0,8609,6743,1788
48053.0,24717,18767,5639
48055.0,14973,8031,6672
48057.0,7856,5641,2148
48059.0,6832,6012,734
48061.0,114174,49032,64063
48063.0,5060,3626,1394
48065.0,3122,2779,297
48067.0,13927,11033,2795
48069.0,2083,1602,466
48071.0,21652,17353,3997
48073.0,19508,15101,4210
48075.0,2279,1943,310
48077.0,5744,5069,614
48079.0,1000,809,177
48081.0,1779,1586,178
48083.0,4124,3641,451
48085.0,490856,252318,230945
48087.0,1218,1048,155
48089.0,9975,7472,2420
48091.0,88892,62740,24826
48093.0,6086,5177,853
48095.0,1268,1058,197
48097.0,18996,15596,3210
48099.0,23493,15438,7565
48101.0,662,540,113
48103.0,1503,1247,241
48105.0,1574,1220,344
48107.0,1953,1396,527
48109.0,864,415,438
48111.0,1609,1389,197
48113.0,919504,307076,598576
48115.0,3789,2951,808
48123.0,8118,6567,1494
48117.0,4610,3294,1264
48119.0,2592,2162,403
48121.0,417964,222480,188695
48125.0,988,853,130
48127.0,3666,1384,2264
48129.0,1648,1438,198
48131.0,5053,2443,2575
48133.0,8293,7237,983
48135.0,44591,32697,11367
48137.0,1066,893,168
48141.0,266729,84331,178126
48139.0,85493,56717,27565
48143.0,16856,13684,2916
48145.0,6133,4177,1899
48147.0,15007,12171,2655
48149.0,12941,10171,2661
48151.0,1826,1448,352
48153.0,2039,1584,438
48155.0,551,445,99
48157.0,357514,157718,195552
48159.0,5009,4161,804
48161.0,8711,6991,1635
48163.0,5279,2823,2422
48165.0,5996,5355,576
48167.0,155060,93911,58842
48169.0,1653,1413,231
48171.0,15850,12514,3176
48173.0,653,611,39
48175.0,3995,3085,877
48177.0,7648,5627,1948
48179.0,7782,6840,829
48181.0,59474,44163,14506
48183.0,47982,32493,14796
48185.0,12414,9432,2833
48187.0,77619,47553,28805
48189.0,9586,7177,2279
48191.0,1169,995,168
48193.0,4351,3616,641
48195.0,2047,1849,166
48197.0,1580,1330,241
48199.0,27635,23858,3474
48201.0,1640818,700630,918193
48203.0,29717,21466,7908
48205.0,2078,1868,195
48207.0,2214,1840,353
48209.0,109395,47680,59524
48211.0,1720,1486,206
48213.0,36317,28911,7060
48215.0,220884,90527,128199
48217.0,14931,11926,2860
48219.0,8100,6536,1482
48221.0,32541,26496,5648
48223.0,15941,12719,3046
48225.0,9438,7060,2314
48227.0,10241,8054,2069
48229.0,1165,779,371
48231.0,38597,29163,8906
48233.0,8773,7681,965
48235.0,889,759,120
48237.0,3782,3418,331
48239.0,6353,5231,1033
48241.0,15611,12542,2954
48243.0,1305,784,501
48245.0,94759,47570,46073
48247.0,2036,833,1197
48249.0,13669,7453,6119
48251.0,72020,54628,16464
48253.0,6741,5660,999
48255.0,5252,3968,1234
48257.0,56718,37624,18405
48259.0,26452,20083,6020
48261.0,194,127,65
48263.0,462,411,47
48265.0,27745,20879,6524
48267.0,2292,1987,284
48269.0,159,151,8
48271.0,1603,1144,446
48273.0,10944,5504,5314
48275.0,1456,1180,265
48283.0,2406,1335,1052
48285.0,10197,8804,1333
48277.0,21442,16760,4458
48279.0,4410,3521,840
48281.0,10399,8086,2144
48287.0,8087,6255,1750
48289.0,8674,7523,1072
48291.0,29334,23302,5785
48293.0,9095,6789,2213
48295.0,1353,1205,131
48297.0,5054,4199,819
48299.0,12660,10079,2465
48301.0,66,60,4
48303.0,120817,78861,40017
48305.0,2293,1853,428
48313.0,5298,4169,1088
48315.0,4864,3470,1339
48317.0,2160,1857,288
48319.0,2474,1991,457
48321.0,13727,9845,3733
48323.0,15346,6881,8332
48307.0,3436,2904,490
48309.0,97872,59543,36688
48311.0,516,460,53
48325.0,22657,15642,6773
48327.0,1028,823,197
48329.0,58859,45624,12329
48331.0,10578,7984,2496
48333.0,2505,2217,271
48335.0,2579,2170,397
48337.0,9819,8615,1097
48339.0,271543,193382,74377
48341.0,5508,4359,1062
48343.0,5587,3872,1669
48345.0,652,604,46
48347.0,26785,17378,9000
48349.0,19123,13800,5101
48351.0,6094,4882,1173
48353.0,5357,4131,1162
48355.0,127322,64617,60925
48357.0,3156,2812,302
48359.0,1009,917,81
48361.0,35994,29186,6357
48363.0,12489,10179,2178
48365.0,11451,9326,2057
48367.0,76128,62045,13017
48369.0,2650,2135,488
48371.0,4668,3215,1382
48373.0,24186,18573,5387
48375.0,33337,22820,9921
48377.0,2217,721,1463
48379.0,6053,5155,842
48381.0,64674,50796,12802
48383.0,1124,942,172
48385.0,1982,1643,320
48387.0,5806,4517,1246
48389.0,3689,2254,1395
48391.0,3366,2210,1108
48393.0,550,529,17
48395.0,8099,5646,2374
48397.0,53891,36726,16412
48399.0,4409,3807,552
48401.0,21377,16534,4629
48403.0,5491,4784,669
48405.0,4002,3007,980
48407.0,12640,10161,2337
48409.0,25891,16516,8988
48411.0,2602,2308,287
48413.0,1159,940,211
48415.0,5870,4983,818
48417.0,1628,1484,130
48419.0,10087,7975,2068
48421.0,992,886,91
48423.0,100089,69080,29615
48425.0,4947,4105,768
48427.0,17525,8247,9123
48429.0,3800,3385,397
48431.0,639,584,51
48433.0,736,615,116
48435.0,1557,1222,322
48437.0,2355,1845,478
48439.0,834697,409741,411567
48441.0,55135,39547,14588
48443.0,458,334,119
48445.0,3612,2812,757
48447.0,894,806,82
48449.0,10541,7570,2856
48451.0,45210,32313,12239
48453.0,608575,161337,435860
48455.0,6938,5579,1323
48457.0,9660,8194,1403
48459.0,18892,15809,2877
48461.0,1368,1178,170
48463.0,10344,6174,4073
48465.0,15280,8284,6771
48467.0,26029,22270,3516
48469.0,34188,23358,10380
48471.0,23612,15375,7884
48473.0,22734,14260,8191
48475.0,4060,3241,764
48477.0,17427,12959,4261
48479.0,68397,25898,41820
48481.0,16761,11926,4694
48483.0,2337,2159,168
48485.0,46040,32069,13161
48487.0,4524,3524,956
48489.0,5549,2441,3108
48491.0,289555,139729,143795
48493.0,25013,18463,6350
48495.0,2126,1753,358
48497.0,32365,27032,4973
48499.0,22779,19049,3509
48501.0,2631,2174,420
48503.0,8239,7110,1034
48505.0,3874,2033,1826
48507.0,4379,1490,2864
49001.0,3100,2695,357
49003.0,27027,21548,4473
49005.0,57571,38032,16650
49007.0,9369,6693,2392
49009.0,619,496,111
49011.0,169895,104135,57411
49013.0,8524,7513,843
49015.0,4865,4207,572
49017.0,2732,2158,514
49019.0,5185,2248,2806
49021.0,24890,18989,4892
49023.0,5866,5087,645
49025.0,4180,2998,1083
49027.0,6160,5404,624
49029.0,6512,5181,1086
49031.0,871,773,86
49033.0,1363,1157,180
49035.0,541175,230174,289906
49037.0,6878,3535,3113
49039.0,12631,10459,1794
49041.0,10363,9052,1084
49043.0,26088,10252,15244
49045.0,31518,21014,8943
49047.0,15307,13261,1663
49049.0,284480,192812,76033
49051.0,17581,10795,6187
49053.0,90476,67294,20530
49055.0,1621,1229,365
49057.0,111442,65949,40695
51001.0,16962,9172,7578
51003.0,64657,20804,42466
51510.0,82508,14544,66240
51005.0,8203,5859,2243
51007.0,7893,5390,2411
51009.0,17005,11041,5672
51011.0,9268,6702,2418
51013.0,130699,22318,105344
51015.0,42278,30714,10840
51017.0,2501,1834,646
51019.0,48669,35600,12176
51021.0,3479,2903,532
51023.0,21120,15099,5700
51520.0,7806,5347,2313
51025.0,7948,3357,4552
51027.0,9953,8311,1587
51029.0,8126,4544,3471
51530.0,2776,1863,825
51031.0,29892,21245,8070
51033.0,16288,8336,7657
51035.0,15651,12659,2842
51036.0,4441,1761,2624
51037.0,6191,3815,2317
51540.0,24205,3094,20696
51550.0,127108,58180,66377
51041.0,203884,93326,106935
51043.0,9337,5192,3920
51570.0,9146,6007,2972
51580.0,2603,1580,964
51045.0,3169,2536,587
51047.0,27116,16012,10617
51049.0,5310,3019,2227
51590.0,19389,7428,11710
51051.0,7303,5748,1503
51053.0,15092,8695,6224
51595.0,2381,754,1612
51057.0,6178,3075,3038
51059.0,600823,168401,419943
51600.0,13483,4007,9174
51610.0,8819,1490,7146
51061.0,43661,25106,17565
51063.0,9408,6225,3004
51065.0,15840,8155,7414
51067.0,29702,20895,8381
51620.0,4058,1487,2525
51069.0,48703,30558,17207
51630.0,12862,4037,8517
51640.0,2638,1838,777
51071.0,9176,6876,2156
51073.0,22282,14875,6964
51075.0,16950,9966,6685
51077.0,8131,6529,1535
51079.0,11311,6866,4163
51081.0,4574,1914,2627
51083.0,18248,10418,7666
51650.0,65901,18430,46220
51085.0,70967,44318,25307
51660.0,17086,5591,11022
51087.0,183152,63440,116572
51089.0,26105,16725,9127
51091.0,1533,1092,417
51670.0,9608,4020,5430
51093.0,23456,13707,9399
51095.0,49622,23153,25553
51099.0,14224,8446,5404
51101.0,10736,7320,3260
51097.0,4115,2450,1590
51103.0,7152,3697,3368
51105.0,9946,8365,1489
51678.0,2762,906,1791
51107.0,224862,82088,138372
51109.0,21915,13294,8269
51111.0,6000,3537,2418
51680.0,36363,17097,18048
51113.0,8129,5300,2698
51683.0,16968,6256,10356
51685.0,6087,1979,3992
51690.0,6013,2165,3766
51115.0,5826,3901,1825
51117.0,16204,9266,6803
51119.0,6785,4196,2491
51121.0,45037,20629,23218
51125.0,9316,4812,4327
51127.0,14463,9631,4621
51700.0,81203,26377,53099
51710.0,89881,23443,64440
51131.0,6732,2955,3667
51133.0,7815,4485,3252
51720.0,1601,1109,464
51135.0,7078,4027,2971
51137.0,20742,12426,7995
51139.0,12514,9345,3007
51141.0,9534,7485,1954
51730.0,14118,1584,12389
51143.0,34227,23751,10115
51735.0,7857,5605,2054
51740.0,44582,12755,30948
51145.0,19730,14055,5320
51147.0,9574,4434,4973
51149.0,17432,10103,7103
51153.0,228056,81222,142863
51155.0,17376,12127,4925
51750.0,6320,2786,3358
51157.0,4978,2812,2096
51159.0,4102,2547,1513
51760.0,111159,16603,92175
51161.0,57184,34268,21801
51770.0,43323,15607,26773
51163.0,12373,8088,4086
51165.0,43811,30349,12644
51167.0,13386,10879,2373
51775.0,13051,7683,5148
51169.0,10869,9063,1692
51171.0,23684,16463,6836
51173.0,14136,10963,3008
51175.0,9786,5730,3969
51177.0,75317,39411,34307
51179.0,79625,37636,40245
51790.0,12990,5695,6981
51800.0,49642,20082,28676
51181.0,4471,2025,2397
51183.0,5088,2219,2827
51185.0,20134,16731,3205
51810.0,227561,105087,117393
51187.0,21147,14069,6603
51191.0,28685,21679,6617
51820.0,10717,5507,4961
51193.0,9933,5318,4501
51830.0,6883,1963,4790
51840.0,12106,5221,6610
51195.0,16615,13366,3110
51197.0,15072,11733,3143
51199.0,38787,20241,17683
50001.0,22022,6292,14967
50003.0,20462,7114,12705
50005.0,16169,6551,9011
50007.0,98915,21017,74961
50009.0,3288,1773,1405
50011.0,25830,11274,13611
50013.0,4851,1810,2905
50015.0,14915,4163,10240
50017.0,17122,6187,10304
50019.0,14096,6512,7147
50021.0,33970,14672,18230
50023.0,35307,8928,25191
50025.0,26035,6440,18767
50027.0,34446,9971,23376
53001.0,5862,3907,1814
53003.0,11951,7319,4250
53005.0,103033,60365,38706
53007.0,43306,22746,19349
53009.0,49264,23062,24721
53011.0,275403,126303,140324
53013.0,2495,1754,668
53015.0,60280,34424,23938
53017.0,21308,12955,7811
53019.0,4367,2771,1486
53021.0,32404,18039,13340
53023.0,1489,1069,366
53025.0,37680,24764,11819
53027.0,38441,19877,17354
53029.0,53925,22746,29213
53031.0,24792,6931,17204
53033.0,1210507,269167,907310
53035.0,158672,61563,90277
53037.0,26364,14105,11421
53039.0,13560,7237,5959
53041.0,45309,29391,14520
53043.0,7033,5150,1713
53045.0,37303,18710,17269
53047.0,21282,11840,8900
53049.0,14064,6953,6794
53051.0,8553,5728,2593
53053.0,464081,197730,249506
53055.0,13197,3057,9725
53057.0,73423,32762,38252
53059.0,7312,3885,3192
53061.0,438796,166428,256728
53063.0,295430,148576,135765
53065.0,28430,19808,7839
53067.0,168134,65277,96608
53069.0,2981,1741,1165
53071.0,31261,16400,13690
53073.0,138620,50489,83660
53075.0,21126,9067,11184
53077.0,96193,50555,43179
55001.0,11818,7362,4329
55003.0,8757,3841,4801
55005.0,25346,15803,9194
55007.0,10880,4617,6147
55009.0,144017,75871,65511
55011.0,7816,4834,2860
55013.0,10141,6462,3569
55015.0,30774,18156,12116
55017.0,35938,21317,13983
55019.0,14898,10002,4524
55021.0,33869,16927,16410
55023.0,8695,4620,3953
55025.0,344728,78794,260121
55027.0,48436,31355,16356
55029.0,20117,9752,10044
55031.0,24677,10923,13218
55033.0,23524,13173,9897
55035.0,58275,25341,31620
55037.0,2940,2133,781
55039.0,57251,35754,20588
55041.0,5053,3285,1721
55043.0,25608,14142,10998
55045.0,21406,10169,10851
55047.0,10671,7168,3344
55049.0,13992,5909,7828
55051.0,4010,2438,1533
55053.0,10184,5791,4256
55055.0,47979,27208,19904
55057.0,13709,8749,4746
55059.0,88738,44972,42193
55061.0,12095,7927,3976
55063.0,67884,28684,37846
