geoid,total_votes,votes_gop,votes_dem
20191.0,10928,8105,2591
20193.0,3822,3130,625
20195.0,1630,1363,242
20197.0,3902,2845,964
20199.0,825,770,44
20201.0,2883,2363,475
20203.0,968,808,149
20205.0,3954,3153,723
20207.0,1546,1228,294
20209.0,56785,18934,36788
21001.0,8768,7276,1392
21003.0,9364,7587,1642
21005.0,13254,9661,3348
21007.0,4225,3356,825
21009.0,20064,14654,5127
21011.0,5627,3986,1573
21013.0,10044,8140,1789
21015.0,66998,44814,20901
21017.0,9648,6190,3296
21019.0,21751,14295,7083
21021.0,14478,8872,5298
21023.0,4246,3398,800
21025.0,5661,4265,1301
21027.0,10201,7701,2350
21029.0,41998,30708,10552
21031.0,6125,4960,1079
21033.0,6434,4906,1433
21035.0,17457,11352,5797
21037.0,48878,28482,19374
21039.0,2638,2159,463
21041.0,4136,2954,1116
21043.0,11586,8775,2642
21045.0,7171,6179,918
21047.0,23863,15080,8296
21049.0,18139,11811,6004
21051.0,7591,6677,831
21053.0,4932,4280,603
21055.0,4242,3451,731
21057.0,3309,2769,508
21059.0,49287,31025,17286
21061.0,6132,4828,1227
21063.0,2995,2246,712
21065.0,6540,5100,1355
21067.0,152912,58860,90600
21069.0,7068,5534,1474
21071.0,16353,12250,3884
21073.0,26072,12900,12652
21075.0,2426,1606,794
21077.0,3849,2955,822
21079.0,8706,6754,1830
21081.0,11108,8725,2205
21083.0,17019,13206,3560
21085.0,11985,9453,2400
21087.0,5812,4838,920
21089.0,18176,13064,4873
21091.0,4587,3145,1351
21093.0,48941,29832,18101
21095.0,10971,9367,1494
21097.0,8859,6334,2400
21099.0,8370,6345,1908
21101.0,20697,12730,7639
21103.0,8110,5843,2142
21105.0,2199,1714,458
21107.0,21512,15757,5439
21109.0,6113,5453,605
21111.0,386629,150646,228358
21113.0,26280,17096,8567
21115.0,10192,8450,1608
21117.0,82198,48129,32271
21119.0,6252,4780,1412
21121.0,13273,11012,2114
21123.0,7301,5685,1504
21125.0,28111,23237,4475
21127.0,6955,5633,1238
21129.0,2801,2273,481
21131.0,4813,4321,446
21133.0,9135,7226,1799
21135.0,5883,4986,823
21137.0,10914,8489,2254
21139.0,5004,4010,939
21141.0,12350,9067,3094
21143.0,4228,3100,1092
21151.0,43957,27356,15581
21153.0,5447,4174,1214
21155.0,8928,6113,2722
21157.0,17603,13297,4071
21159.0,3936,3496,403
21161.0,7958,5477,2362
21145.0,33549,21820,11195
21147.0,6438,5664,725
21149.0,4782,3633,1074
21163.0,14113,10185,3632
21165.0,3102,2311,750
21167.0,11735,8506,3033
21169.0,5012,3959,975
21171.0,5330,4628,657
21173.0,12842,8993,3630
21175.0,5544,4301,1175
21177.0,14235,10497,3545
21179.0,23256,15703,7188
21181.0,3396,2408,955
21183.0,11129,8582,2404
21185.0,37976,22654,14505
21187.0,5458,4292,1098
21189.0,1896,1671,216
21191.0,6925,5515,1322
21193.0,10626,8129,2356
21195.0,25395,20284,4866
21197.0,5505,4041,1367
21199.0,31557,25442,5666
21201.0,1146,884,253
21203.0,7784,6577,1134
21205.0,10065,5994,3880
21207.0,8955,7519,1331
21209.0,28969,17767,10567
21211.0,23550,15055,8077
21213.0,8732,5888,2681
21215.0,11433,8737,2530
21217.0,12517,9376,2963
21219.0,5363,4062,1205
21221.0,7376,5487,1791
21223.0,4320,3227,1012
21225.0,6577,4965,1529
21227.0,55401,31791,22479
21229.0,6225,4482,1644
21231.0,9240,7430,1700
21233.0,5993,4506,1412
21235.0,15356,12567,2552
21237.0,2979,2097,839
21239.0,15211,8362,6530
22001.0,28425,22596,5443
22003.0,9810,7574,2108
22005.0,62325,40687,20399
22007.0,11235,7271,3833
22009.0,17292,12028,4979
22011.0,16357,13575,2542
22013.0,7050,3891,3067
22015.0,54655,38074,15662
22017.0,104912,48021,55110
22019.0,82663,55066,25982
22021.0,4762,3976,745
22023.0,4039,3671,324
22025.0,4858,3541,1269
22027.0,6580,3770,2731
22029.0,8828,5550,3177
22031.0,14736,9112,5457
22033.0,208182,88420,115577
22035.0,3036,1080,1900
22037.0,10509,6064,4280
22039.0,15412,11053,4158
22041.0,9720,6970,2658
22043.0,9392,8117,1157
22045.0,32713,21251,11027
22047.0,16719,7893,8514
22049.0,7632,5394,2143
22053.0,14841,11423,3208
22051.0,193733,105949,84477
22059.0,7077,6378,638
22055.0,114521,72519,39685
22057.0,45388,36024,8672
22061.0,19275,11311,7559
22063.0,65230,54877,9249
22065.0,4670,1930,2654
22067.0,11574,6510,4946
22069.0,16554,9358,6896
22071.0,177819,26664,147854
22073.0,69166,42255,25913
22075.0,11014,7412,3414
22077.0,12371,7503,4683
22079.0,58865,38347,19475
22081.0,4132,2413,1644
22083.0,9940,6607,3225
22085.0,10596,8776,1731
22087.0,17650,11179,6151
22089.0,28517,18233,9800
22091.0,6158,2714,3346
22093.0,12590,5954,6510
22095.0,21432,7538,13582
22097.0,41154,23171,17372
22099.0,27038,18203,8439
22101.0,23186,14811,8055
22103.0,140110,99666,37746
22105.0,57661,37806,18887
22107.0,2554,1197,1329
22109.0,46240,34339,11198
22111.0,11201,8407,2654
22113.0,27324,21930,5009
22115.0,17268,14107,2898
22117.0,19513,13307,5970
22119.0,18216,11830,6172
22121.0,14097,7684,6200
22123.0,5052,4317,710
22125.0,6268,3863,2298
22127.0,6225,4619,1543
25001.0,150325,55311,91994
25003.0,71375,18064,51705
25005.0,279279,119872,153377
25007.0,12798,2631,9914
25009.0,421210,144837,267198
25011.0,42458,11201,30030
25013.0,218177,87318,125948
25015.0,87854,22281,63362
25017.0,863577,226956,617196
25019.0,7306,1914,5241
25021.0,407751,125294,273312
25023.0,301816,121227,173630
25025.0,335462,58613,270522
25027.0,432014,171683,248773
24001.0,30641,20886,9158
24003.0,309617,127821,172823
24005.0,414932,146202,258409
24510.0,237461,25374,207260
24009.0,49112,25346,22587
24011.0,15794,10283,5095
24013.0,100327,60218,36456
24015.0,47462,29439,16809
24017.0,89498,25579,62171
24019.0,15977,8764,6857
24021.0,145615,63682,77675
24023.0,15611,12002,3281
24025.0,148186,80930,63095
24027.0,183062,48390,129433
24029.0,10794,5195,5329
24031.0,533743,101222,419569
24033.0,424855,37090,379208
24035.0,30290,18741,10709
24039.0,10147,5739,4241
24037.0,55665,30826,23138
24041.0,22555,10946,11062
24043.0,67779,40224,26044
24045.0,46216,22944,22054
24047.0,31691,18571,12560
23001.0,58707,29268,27617
23003.0,35746,21080,13956
23005.0,193765,59584,128759
23007.0,17390,8754,8069
23009.0,35325,14982,19369
23011.0,71858,34721,34902
23013.0,25734,9982,15110
23015.0,23594,10256,12684
23017.0,33492,17698,14755
23019.0,85269,44825,37713
23021.0,9908,6143,3517
23023.0,24038,9755,13528
23025.0,27578,16644,10199
23027.0,24320,11196,12345
23029.0,17357,10194,6761
23031.0,129659,54817,71189
26001.0,7064,4848,2142
26003.0,5128,3014,2053
26005.0,67094,41392,24449
26007.0,16969,10686,6000
26009.0,15949,9748,5960
26011.0,8831,5928,2774
26013.0,4038,2512,1478
26015.0,35905,23471,11797
26017.0,60255,33125,26151
26019.0,12262,6601,5480
26021.0,82391,43519,37438
26023.0,20536,14064,6159
26025.0,66281,36221,28877
26027.0,26216,16699,9130
26029.0,17000,9841,6939
26031.0,15868,10186,5437
26033.0,17642,10681,6648
26035.0,16281,10861,5199
26037.0,47927,25098,21968
26039.0,7861,5087,2672
26041.0,21151,13207,7606
26043.0,14589,9617,4744
26045.0,64327,31798,31299
26047.0,22177,12135,9662
26049.0,221360,98714,119390
26051.0,14603,9893,4524
26053.0,8266,4600,3570
26055.0,60236,30502,28683
26057.0,19127,12102,6693
26059.0,23302,17037,5883
26061.0,18501,10378,7750
26063.0,18437,12731,5490
26065.0,144550,47639,94212
26067.0,32209,20657,10901
26069.0,15363,9759,5373
26071.0,6789,4216,2493
26073.0,29421,14815,14072
26075.0,80861,47372,31995
26077.0,143414,56823,83686
26079.0,10631,7436,3002
26081.0,361048,165741,187915
26083.0,1557,862,672
26085.0,6323,3946,2288
26087.0,52650,35482,16367
26089.0,16900,7916,8795
26091.0,53375,31541,20918
26093.0,127197,76982,48220
26095.0,3001,2109,842
26097.0,7015,4304,2632
26099.0,494256,263863,223952
26101.0,14655,8321,6107
26103.0,37462,16286,20465
26105.0,17254,10207,6802
26107.0,21049,13267,7375
26109.0,12607,8117,4316
26111.0,49088,27675,20493
26113.0,8755,6648,1967
26115.0,87148,52710,32975
26117.0,32100,21815,9703
26119.0,5859,4171,1628
26121.0,92444,45133,45643
26123.0,27161,18857,7873
26125.0,770351,325971,434148
26127.0,14062,8892,4944
26129.0,11907,8253,3475
26131.0,3804,2358,1391
26133.0,12329,8928,3214
26135.0,4874,3466,1342
26137.0,14757,9779,4743
26139.0,168713,100913,64705
26141.0,8344,5342,2911
26143.0,15018,9670,5166
26145.0,103349,50785,51088
26151.0,22446,16194,5966
26153.0,4745,3090,1589
26155.0,39224,23149,15347
26147.0,92064,59185,31363
26149.0,27936,18127,9262
26157.0,29445,20297,8712
26159.0,39066,21591,16803
26161.0,216418,56241,157136
26163.0,872469,264553,597170
26165.0,18265,12102,5838
27001.0,10025,6258,3607
27003.0,211132,104902,100893
27005.0,19401,12438,6589
27007.0,24189,12188,11426
27009.0,22260,14382,7280
27011.0,2974,1863,1053
27013.0,36051,16731,18330
27015.0,14635,9552,4753
27017.0,20369,9791,10098
27019.0,66361,34009,30774
27021.0,18289,11620,6342
27023.0,6611,4250,2226
27025.0,34570,21916,11806
27027.0,32239,15043,16357
27029.0,4708,3372,1260
27031.0,3806,1203,2496
27033.0,6107,4165,1834
27035.0,40173,25676,13726
27037.0,262259,109638,146155
27039.0,12187,7783,4079
27041.0,24165,15799,7868
27043.0,7914,5191,2531
27045.0,12141,7301,4551
27047.0,16818,9578,6889
27049.0,28636,16052,11806
27051.0,3654,2269,1300
27053.0,755969,205973,532623
27055.0,11440,6334,4853
27057.0,12965,8202,4462
27059.0,24235,16491,7138
27061.0,26561,15239,10786
27063.0,5819,3948,1745
27065.0,9242,6278,2774
27067.0,23367,14437,8440
27069.0,2639,1546,1006
27071.0,6922,4131,2659
27073.0,4040,2528,1446
27075.0,7202,3393,3647
27077.0,2408,1704,671
27079.0,16818,10775,5672
27081.0,3115,2121,937
27083.0,12893,7979,4634
27087.0,2304,1142,1112
27089.0,5113,3721,1295
27091.0,11009,7480,3305
27085.0,20933,13986,6413
27093.0,13529,9359,3867
27095.0,14689,9952,4404
27097.0,19558,14821,4367
27099.0,19345,10025,8899
27101.0,4896,3363,1449
27103.0,19125,9018,9622
27105.0,8715,5600,2933
27107.0,3441,1953,1404
27109.0,91385,39692,49491
27111.0,36399,23800,11958
27113.0,7277,4532,2568
27115.0,16001,10256,5419
27117.0,4940,3553,1306
27119.0,15594,9865,5439
27121.0,7022,4417,2477
27123.0,295977,77376,211620
27125.0,2196,1454,691
27127.0,8284,5771,2355
27129.0,8128,5467,2496
27131.0,35686,17464,17402
27133.0,5240,3583,1556
27135.0,8421,6065,2188
27139.0,87965,45872,40040
27141.0,55612,36222,18065
27143.0,8452,5864,2417
27137.0,119531,49017,67704
27145.0,84835,50959,31879
27147.0,21128,12656,7917
27149.0,5085,3044,1922
27151.0,5193,3316,1784
27153.0,13257,9753,3286
27155.0,1864,1172,661
27157.0,13123,8153,4696
27159.0,7677,5520,2023
27161.0,10389,6624,3496
27163.0,166786,73764,89165
27165.0,5201,3103,1987
27167.0,3430,2328,1026
27169.0,27173,13227,13333
27171.0,82426,51973,28430
27173.0,5528,3734,1688
29001.0,10336,6413,3710
29003.0,9752,7255,2351
29005.0,2814,2199,564
29007.0,10656,7732,2704
29009.0,15598,12425,2948
29011.0,6077,5168,844
29013.0,8416,6597,1672
29015.0,10476,8109,2180
29017.0,5983,5167,750
29019.0,91168,38646,50064
29021.0,36598,22450,13445
29023.0,18141,14602,3301
29025.0,4682,3725,897
29027.0,21144,14815,5870
29029.0,24812,18850,5652
29031.0,40328,28907,10760
29033.0,4532,3706,786
29035.0,2897,2451,418
29037.0,57408,37197,19052
29039.0,7044,5788,1145
29041.0,4077,3111,916
29043.0,46839,34920,11131
29045.0,3394,2672,678
29047.0,126569,64605,59400
29049.0,10888,7799,2896
29051.0,39529,26086,12694
29053.0,8693,6272,2249
29055.0,10973,8725,2113
29057.0,4119,3414,656
29059.0,8104,6619,1380
29061.0,3911,3102,746
29063.0,4843,3828,930
29065.0,7142,5987,1056
29067.0,7000,5898,1016
29069.0,10419,8135,2200
29071.0,53685,38058,14569
29073.0,7923,6222,1601
29075.0,3237,2581,613
29077.0,141800,83630,55068
29079.0,4437,3585,799
29081.0,3826,3198,597
29083.0,10788,8027,2619
29085.0,5080,3966,1056
29087.0,2343,1976,338
29089.0,5092,3553,1413
29091.0,18650,15181,3218
29093.0,4592,3596,945
29095.0,333063,126535,199842
29097.0,52352,37728,13549
29099.0,116688,77046,37523
29101.0,23123,15489,6974
29103.0,1854,1486,340
29105.0,16793,13762,2780
29107.0,17055,12273,4472
29109.0,17905,14426,3214
29111.0,4609,3553,984
29113.0,29018,21848,6607
29115.0,5726,4363,1275
29117.0,6758,5267,1410
29121.0,7836,6076,1662
29123.0,5676,4584,1019
29125.0,4771,3892,814
29127.0,13348,9915,3202
29119.0,9053,7465,1439
29129.0,1779,1541,222
29131.0,12382,10176,2038
29133.0,4756,3537,1178
29135.0,7157,5744,1308
29137.0,4483,3477,936
29139.0,5772,4465,1208
29141.0,9487,7442,1924
29143.0,7250,5447,1748
29145.0,28405,22120,5818
29147.0,9893,6865,2853
29149.0,4739,3847,823
29151.0,7539,6425,1037
29153.0,4864,4064,752
29155.0,5735,4120,1560
29157.0,9447,7657,1664
29159.0,19097,13854,4783
29161.0,19568,13480,5637
29163.0,7695,5863,1717
29165.0,57270,28917,27179
29167.0,15064,11850,2885
29169.0,14414,10329,3740
29171.0,2361,1984,361
29173.0,5662,4396,1205
29175.0,10744,8018,2485
29177.0,11649,8345,3109
29179.0,3298,2733,529
29181.0,5717,4839,833
29195.0,9519,6451,2904
29197.0,2003,1606,373
29199.0,1984,1560,388
29201.0,17719,13769,3753
29203.0,3906,3165,706
29205.0,3350,2700,592
29183.0,222017,128389,89530
29185.0,4974,3932,988
29187.0,28001,20511,7044
29510.0,133867,21474,110089
29189.0,536446,199493,328151
29186.0,9484,6630,2713
29207.0,13426,11484,1819
29209.0,18483,14800,3506
29211.0,2471,1974,478
29213.0,26288,20508,5339
29215.0,11315,9478,1716
29217.0,9185,7155,1903
29219.0,18375,13222,4769
29221.0,9976,8047,1804
29223.0,5878,4987,845
29225.0,18779,14880,3573
29227.0,1107,877,215
29229.0,8739,7453,1168
28001.0,13759,5696,7917
28003.0,15813,12818,2782
28005.0,7207,4503,2620
28007.0,8832,5178,3542
28009.0,4292,2570,1679
28011.0,13755,4671,8904
28013.0,6595,4625,1902
28015.0,5705,3924,1729
28017.0,8148,4175,3810
28019.0,4225,3001,1185
28021.0,4453,603,3772
28023.0,8347,5417,2838
28025.0,10206,4181,5844
28027.0,8507,2375,6020
28029.0,12897,6250,6470
28031.0,9371,5854,3416
28033.0,76248,46462,28265
28035.0,31725,17290,13755
28037.0,4464,2923,1480
28039.0,11064,9713,1218
28041.0,5816,4794,966
28043.0,10919,6081,4734
28045.0,20957,16132,4504
28047.0,75865,46822,27728
28049.0,100191,25141,73550
28051.0,8115,1369,6588
28053.0,4189,1118,3016
28055.0,676,308,355
28057.0,10826,9438,1249
28059.0,54623,36295,17375
28061.0,8742,4302,4341
28065.0,6213,2534,3599
28063.0,3911,531,3327
28067.0,30091,21226,8517
28069.0,4732,1787,2887
28071.0,23481,12949,10070
28073.0,28526,20704,7340
28075.0,31266,17967,12960
28077.0,6617,4285,2260
28079.0,9204,5228,3897
28081.0,37003,24207,12189
28083.0,10893,3129,7648
28085.0,16818,11596,5040
28087.0,27274,13800,13087
28089.0,56335,31091,24440
28091.0,12194,8273,3787
28093.0,15830,7566,8057
28095.0,17279,11177,5874
28097.0,5078,2917,2121
28099.0,11720,8320,3260
28101.0,10189,6997,3075
28103.0,5341,1240,4040
28105.0,19812,9004,10299
28107.0,15635,8060,7403
28109.0,24056,19595,4148
28111.0,5922,4500,1362
28113.0,17360,8479,8646
28115.0,14377,11550,2614
28117.0,10661,8370,2153
28119.0,3229,1026,2150
28121.0,70655,50895,18847
28123.0,10744,6285,4330
28125.0,2183,688,1465
28127.0,11820,7635,4037
28129.0,8327,6458,1791
28131.0,7878,5964,1802
28133.0,9683,2799,6781
28135.0,5691,2488,3105
28137.0,13101,8707,4183
28139.0,10102,8054,1937
28141.0,9147,7933,1059
28143.0,3565,926,2580
28145.0,12683,10373,2160
28147.0,7122,4220,2835
28149.0,21056,10365,10442
28151.0,18025,5300,12503
28153.0,10066,6307,3624
28155.0,5402,4291,1043
28157.0,4130,1324,2749
28159.0,9244,5112,4040
28161.0,6538,3671,2785
28163.0,10441,4832,5496
30001.0,5661,3923,1608
30003.0,4787,2207,2491
30005.0,3118,1469,1589
30007.0,4097,3173,835
30009.0,7053,4468,2421
30011.0,864,775,74
30013.0,39885,23315,15456
30015.0,2965,1891,991
30017.0,5860,4205,1514
30019.0,1014,799,195
30021.0,4825,3758,962
30023.0,4891,2186,2562
30025.0,1575,1375,172
30027.0,6507,4869,1496
30029.0,59938,38321,20274
30031.0,70988,31696,37044
30033.0,813,764,41
30035.0,5617,1884,3610
30037.0,503,414,78
30039.0,2102,1419,638
30041.0,7182,3957,2981
30043.0,8151,5345,2625
30045.0,1344,1040,275
30047.0,16626,9322,6916
30049.0,42273,21409,19743
30051.0,1083,821,249
30053.0,11749,8672,2835
30057.0,6087,4191,1771
30055.0,1128,956,155
30059.0,1110,833,258
30061.0,2563,1828,686
30063.0,71499,26347,43357
30065.0,2881,2423,413
30067.0,11569,6025,5280
30069.0,348,298,39
30071.0,2382,1936,416
30073.0,2995,2031,903
30075.0,1136,970,154
30077.0,3179,2355,752
30079.0,744,603,126
30081.0,28507,19114,8763
30083.0,5798,4800,875
30085.0,4017,1996,1910
30087.0,3773,2486,1199
30089.0,7623,5660,1820
30091.0,2030,1403,574
30093.0,18658,7745,10392
30095.0,5724,4462,1156
30097.0,2446,1840,549
30099.0,3679,2608,1007
30101.0,2119,1596,467
30103.0,460,373,78
30105.0,4261,3135,1030
30107.0,1068,823,225
30109.0,598,516,77
30111.0,83821,50772,30679
37001.0,86091,46056,38825
37003.0,20236,15888,4145
37005.0,6076,4527,1486
37007.0,11194,5321,5789
37009.0,15814,11451,4164
37011.0,9458,7172,2191
37013.0,26315,16437,9633
37015.0,9815,3817,5939
37017.0,17125,9676,7326
37019.0,90175,55850,33310
37021.0,161569,62412,96515
37023.0,44602,31019,13118
37025.0,117227,63237,52162
37027.0,42829,32119,10245
37029.0,5953,4312,1537
37031.0,42695,30028,12093
37033.0,12051,7089,4860
37035.0,83425,56588,25689
37037.0,48599,21186,26787
37039.0,16423,12628,3583
37041.0,7784,4471,3247
37043.0,6893,5112,1699
37045.0,51308,33798,16955
37047.0,26446,16832,9446
37049.0,53065,31032,21148
37051.0,147150,60032,84469
37053.0,16147,11657,4195
37055.0,24232,13938,9936
37057.0,88514,64658,22636
37059.0,25311,18228,6713
37061.0,22715,13793,8767
37063.0,179914,32459,144688
37065.0,25477,9206,16089
37067.0,201270,85064,113033
37069.0,37351,20901,15879
37071.0,115498,73033,40959
37073.0,5971,3367,2546
37075.0,4665,3710,905
37077.0,31598,16647,14565
37079.0,8753,4874,3832
37081.0,284486,107294,173086
37083.0,25759,10080,15545
37085.0,58293,35177,22093
37087.0,36542,22834,13144
37089.0,68371,40032,27211
37091.0,10634,3479,7097
37093.0,21639,9453,11804
37095.0,2492,1418,1046
37097.0,102371,67010,33888
37099.0,21428,11356,9591
37101.0,111357,68353,41257
37103.0,5525,3280,2197
37105.0,29008,16469,12143
37107.0,28409,14590,13605
37109.0,50217,36341,13274
37113.0,20743,14211,6230
37115.0,13076,7979,4901
37117.0,12540,6532,5911
37111.0,23003,16883,5832
37119.0,567053,179211,378107
37121.0,9041,7090,1867
37123.0,12849,8411,4327
37125.0,58339,36764,20779
37127.0,52271,25827,25947
37129.0,131830,63331,66138
37131.0,10110,3989,6069
37133.0,72235,46078,24266
37135.0,84997,20176,63594
37137.0,7631,4849,2713
37139.0,19897,9770,9832
37141.0,34169,21956,11723
37143.0,7484,4903,2492
37145.0,21894,13184,8465
37147.0,87573,38982,47252
37149.0,12358,7689,4518
37151.0,73316,56894,15618
37153.0,20763,11830,8754
37155.0,47188,27806,19020
37157.0,47809,31301,15992
37159.0,73408,49297,23114
37161.0,34429,24891,9135
37163.0,28618,17411,10966
37165.0,14775,7473,7186
37167.0,33939,25458,8129
37169.0,25703,20144,5286
37171.0,36638,27538,8721
37173.0,7068,4161,2780
37175.0,20404,11636,8444
37177.0,1817,1044,758
37179.0,131011,80382,48725
37181.0,20999,8391,12431
37183.0,631830,226197,393336
37185.0,10293,3752,6400
37187.0,6205,2781,3396
37189.0,32220,14451,17122
37191.0,55537,30709,24215
37193.0,35466,27592,7511
37195.0,40735,19581,20754
37197.0,19923,15933,3763
37199.0,11352,7516,3688
38001.0,1269,981,258
38003.0,5565,3568,1820
38005.0,1961,1094,822
38007.0,635,541,72
38009.0,3471,2575,821
38011.0,1657,1395,228
38013.0,1155,994,137
38015.0,50753,34744,14348
38017.0,86053,42619,40311
38019.0,2020,1499,474
38021.0,2424,1742,608
38023.0,1202,904,265
38025.0,2338,1951,342
38027.0,1261,854,383
38029.0,2009,1738,237
38031.0,1778,1362,373
38033.0,1026,871,137
38035.0,30970,16987,12880
38037.0,1381,1145,207
38039.0,1250,907,308
38041.0,1312,1091,196
38043.0,1460,1215,221
38045.0,2219,1645,527
38047.0,1076,930,128
38049.0,3003,2364,564
38051.0,1455,1153,261
38053.0,5419,4482,814
38055.0,5536,4198,1230
38057.0,4675,3856,704
38059.0,16619,12243,3872
38061.0,4165,2824,1256
38063.0,1777,1141,586
38065.0,1066,918,129
38067.0,3331,2460,786
38069.0,2128,1585,497
38071.0,5372,3577,1639
38073.0,2454,1418,945
38075.0,1319,1065,220
38077.0,7812,5072,2510
38079.0,3804,1257,2482
38081.0,2070,1266,738
38083.0,812,688,104
38085.0,1186,258,804
38087.0,427,380,44
38089.0,15050,12110,2499
38091.0,1088,652,392
38093.0,9959,6994,2676
38095.0,1174,830,317
38097.0,4136,2522,1493
38099.0,4783,3324,1333
38101.0,28246,19974,7293
38103.0,2374,1893,442
38105.0,14334,11739,2169
31001.0,14653,10085,4213
31003.0,3587,3093,452
31005.0,285,260,21
31007.0,411,362,43
31009.0,317,280,35
31011.0,3226,2653,499
31013.0,5200,4002,1051
31015.0,1155,1010,135
31017.0,1684,1470,191
31019.0,23711,16640,6350
31021.0,3739,2580,1063
31023.0,4518,3542,873
31025.0,15326,10121,4737
31027.0,5015,4174,725
31029.0,2000,1740,226
31031.0,3269,2844,373
31033.0,4776,3813,855
31035.0,3570,2848,632
31037.0,3726,2636,1025
31039.0,4459,3507,870
31041.0,6010,5090,786
31043.0,6817,3926,2744
31045.0,4151,2931,1082
31047.0,9191,6524,2497
31049.0,1034,871,141
31051.0,3094,2335,651
31053.0,16938,10984,5544
31055.0,276540,119159,150350
31057.0,1003,883,105
31059.0,3148,2359,693
31061.0,1728,1437,276
31063.0,1446,1229,189
31065.0,2602,2163,399
31067.0,11119,7445,3385
31069.0,1200,1016,161
31071.0,1076,933,133
31073.0,1121,893,215
31075.0,402,375,20
31077.0,1259,1016,229
31079.0,24450,16189,7681
31081.0,5566,4309,1118
31083.0,1934,1615,282
31085.0,536,494,34
31087.0,1470,1264,175
31089.0,5550,4769,686
31091.0,442,376,59
31093.0,3511,2786,648
31095.0,3730,2616,1016
31097.0,2233,1518,647
31099.0,3617,2822,701
31101.0,4369,3544,763
31103.0,530,476,49
31105.0,1877,1563,268
31107.0,4708,3721,905
31109.0,157215,70092,82293
31111.0,17163,13071,3692
31113.0,450,407,38
31115.0,454,370,75
31119.0,15819,11940,3478
31117.0,302,275,17
31121.0,4282,3419,743
31123.0,2558,2113,386
31125.0,1832,1437,359
31127.0,3432,2428,921
31129.0,2305,1857,409
31131.0,8355,5649,2490
31133.0,1429,1071,322
31135.0,1545,1321,199
31137.0,5021,4157,752
31139.0,4012,3462,480
31141.0,15721,12186,3260
31143.0,2887,2291,530
31145.0,5470,4525,811
31147.0,4134,3073,996
31149.0,842,744,84
31151.0,5780,3631,1986
31153.0,96193,51979,41206
31155.0,12786,9108,3331
31157.0,15524,10952,4196
31159.0,9199,6490,2438
31161.0,2684,2292,340
31163.0,1700,1322,343
31165.0,731,642,72
31167.0,3165,2561,532
31169.0,2989,2308,624
31171.0,427,377,45
31173.0,2379,1180,1122
31175.0,2344,1901,412
31177.0,12467,8583,3554
31179.0,4218,3055,1022
31181.0,1876,1511,335
31183.0,503,438,59
31185.0,7161,5337,1630
33001.0,38453,20899,16894
33003.0,33272,16150,16649
33005.0,44229,17898,25522
33007.0,16528,8617,7640
33009.0,53989,19905,33180
33011.0,231040,104625,122344
33013.0,89887,39711,48533
33015.0,198943,95858,100064
33017.0,73729,30489,41721
33019.0,24383,11508,12390
34001.0,140441,64438,73808
34003.0,497460,204417,285967
34005.0,262650,103345,154595
34007.0,265599,86207,175065
34009.0,57933,33158,23941
34011.0,62575,28952,32742
34013.0,345311,75475,266820
34015.0,173453,83340,86702
34017.0,250458,65698,181452
34019.0,84673,43153,39457
34021.0,177223,51641,122532
34023.0,375692,143467,226250
34025.0,378390,191808,181291
34027.0,300917,141134,153881
34029.0,342746,217740,119456
34031.0,224330,92009,129097
34033.0,34042,18827,14479
34035.0,186891,71996,111173
34037.0,88355,51701,34481
34039.0,254142,80038,170310
34041.0,61057,34769,24901
35001.0,317590,116135,193757
35003.0,2326,1698,595
35005.0,22443,15656,6381
35006.0,8903,3975,4745
35007.0,6016,3271,2611
35009.0,15101,10444,4307
35011.0,901,656,231
35013.0,82641,32802,47957
35015.0,23222,17454,5424
35017.0,14435,6553,7590
35019.0,2189,917,1234
35021.0,505,319,179
35023.0,1974,1120,823
35025.0,20918,16531,4061
35027.0,10306,6942,3194
35028.0,12293,4278,7554
35029.0,8103,4408,3563
35031.0,26486,7801,18029
35033.0,2686,903,1745
35035.0,23571,14521,8485
35037.0,3873,2634,1170
35039.0,16628,5408,10990
35041.0,6608,4634,1802
35045.0,52294,32874,18083
35047.0,11531,3421,7888
35043.0,76562,34174,40588
35049.0,82227,18329,62530
35051.0,5945,3542,2265
35053.0,7160,3255,3722
35055.0,17181,3715,13121
35057.0,7281,4772,2344
35059.0,1789,1388,383
35061.0,32277,17364,14263
32510.0,29739,16113,12735
32001.0,12890,9372,3051
32003.0,972510,430930,521852
32005.0,34125,21630,11571
32007.0,21967,16741,4557
32009.0,487,400,74
32011.0,1017,895,105
32013.0,7771,5877,1689
32015.0,2765,2198,496
32017.0,2446,2067,330
32019.0,30238,20914,8473
32021.0,2335,1423,829
32023.0,25378,17528,7288
32027.0,2320,1731,547
32029.0,2877,1908,902
32031.0,252142,116760,128128
32033.0,4369,3403,859
36001.0,153586,51081,99474
36003.0,20716,14135,6048
36005.0,425883,67740,355374
36047.0,913690,202772,703310
36007.0,92794,43800,47010
36009.0,34760,22155,11879
36011.0,36421,19512,16149
36013.0,59195,34853,23087
36015.0,39410,21922,16636
36017.0,22282,13482,8290
36019.0,35437,16514,18364
36021.0,35522,14464,20386
36023.0,21678,10789,10369
36025.0,22971,13387,9143
36027.0,150745,66872,81443
36029.0,473021,197527,267174
36031.0,19271,8976,9947
36033.0,19268,9668,9253
36035.0,23718,15378,7931
36037.0,29217,18876,9625
36039.0,25137,14271,10346
36041.0,3460,2225,1178
36043.0,29319,18870,9937
